"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Washington County, MS"	"28151"	"2013"	"2013"	12	49688	Unreliable
	"Washington County, MS"	"28151"	"2014"	"2014"	10	48958	Unreliable
	"Washington County, MS"	"28151"	"2015"	"2015"	16	48130	Unreliable
	"Washington County, MS"	"28151"	"2016"	"2016"	14	47231	Unreliable
	"Yazoo County, MS"	"28163"	"2003"	"2003"	10	27932	Unreliable
	"Boone County, MO"	"29019"	"2000"	"2000"	11	135454	Unreliable
	"Boone County, MO"	"29019"	"2005"	"2005"	10	148786	Unreliable
	"Buchanan County, MO"	"29021"	"2015"	"2015"	11	89100	Unreliable
	"Clay County, MO"	"29047"	"2001"	"2001"	14	188024	Unreliable
	"Clay County, MO"	"29047"	"2011"	"2011"	10	225161	Unreliable
	"Clay County, MO"	"29047"	"2012"	"2012"	10	227577	Unreliable
	"Clay County, MO"	"29047"	"2014"	"2014"	11	233682	Unreliable
	"Greene County, MO"	"29077"	"2004"	"2004"	12	253130	Unreliable
	"Greene County, MO"	"29077"	"2008"	"2008"	12	270901	Unreliable
	"Greene County, MO"	"29077"	"2011"	"2011"	11	277214	Unreliable
	"Greene County, MO"	"29077"	"2012"	"2012"	13	280626	Unreliable
	"Greene County, MO"	"29077"	"2013"	"2013"	11	283870	Unreliable
	"Greene County, MO"	"29077"	"2014"	"2014"	17	285865	Unreliable
	"Greene County, MO"	"29077"	"2015"	"2015"	10	288072	Unreliable
	"Jackson County, MO"	"29095"	"1999"	"1999"	115	654073	17.6
	"Jackson County, MO"	"29095"	"2000"	"2000"	109	654880	16.6
	"Jackson County, MO"	"29095"	"2001"	"2001"	109	657012	16.6
	"Jackson County, MO"	"29095"	"2002"	"2002"	85	658765	12.9
	"Jackson County, MO"	"29095"	"2003"	"2003"	92	658914	14.0
	"Jackson County, MO"	"29095"	"2004"	"2004"	82	658307	12.5
	"Jackson County, MO"	"29095"	"2005"	"2005"	116	658592	17.6
	"Jackson County, MO"	"29095"	"2006"	"2006"	117	660539	17.7
	"Jackson County, MO"	"29095"	"2007"	"2007"	92	662995	13.9
	"Jackson County, MO"	"29095"	"2008"	"2008"	134	665427	20.1
	"Jackson County, MO"	"29095"	"2009"	"2009"	106	670763	15.8
	"Jackson County, MO"	"29095"	"2010"	"2010"	121	674158	17.9
	"Jackson County, MO"	"29095"	"2011"	"2011"	112	676360	16.6
	"Jackson County, MO"	"29095"	"2012"	"2012"	110	677377	16.2
	"Jackson County, MO"	"29095"	"2013"	"2013"	110	679996	16.2
	"Jackson County, MO"	"29095"	"2014"	"2014"	82	683191	12.0
	"Jackson County, MO"	"29095"	"2015"	"2015"	119	687623	17.3
	"Jackson County, MO"	"29095"	"2016"	"2016"	134	691801	19.4
	"Jasper County, MO"	"29097"	"2003"	"2003"	10	107690	Unreliable
	"Jasper County, MO"	"29097"	"2005"	"2005"	10	110219	Unreliable
	"Jefferson County, MO"	"29099"	"2016"	"2016"	10	224226	Unreliable
	"St. Charles County, MO"	"29183"	"2016"	"2016"	15	390918	Unreliable
	"St. Louis County, MO"	"29189"	"1999"	"1999"	44	1016040	4.3
	"St. Louis County, MO"	"29189"	"2000"	"2000"	57	1016315	5.6
	"St. Louis County, MO"	"29189"	"2001"	"2001"	58	1016243	5.7
	"St. Louis County, MO"	"29189"	"2002"	"2002"	72	1014359	7.1
	"St. Louis County, MO"	"29189"	"2003"	"2003"	61	1011678	6.0
	"St. Louis County, MO"	"29189"	"2004"	"2004"	63	1007813	6.3
	"St. Louis County, MO"	"29189"	"2005"	"2005"	73	1004109	7.3
	"St. Louis County, MO"	"29189"	"2006"	"2006"	73	1002050	7.3
	"St. Louis County, MO"	"29189"	"2007"	"2007"	75	999389	7.5
	"St. Louis County, MO"	"29189"	"2008"	"2008"	86	998331	8.6
	"St. Louis County, MO"	"29189"	"2009"	"2009"	79	998618	7.9
	"St. Louis County, MO"	"29189"	"2010"	"2010"	80	998954	8.0
	"St. Louis County, MO"	"29189"	"2011"	"2011"	75	998692	7.5
	"St. Louis County, MO"	"29189"	"2012"	"2012"	85	1000438	8.5
	"St. Louis County, MO"	"29189"	"2013"	"2013"	78	1001444	7.8
	"St. Louis County, MO"	"29189"	"2014"	"2014"	90	1001876	9.0
	"St. Louis County, MO"	"29189"	"2015"	"2015"	130	1003362	13.0
	"St. Louis County, MO"	"29189"	"2016"	"2016"	121	998581	12.1
	"St. Louis city, MO"	"29510"	"1999"	"1999"	119	350156	34.0
	"St. Louis city, MO"	"29510"	"2000"	"2000"	100	348189	28.7
	"St. Louis city, MO"	"29510"	"2001"	"2001"	128	343243	37.3
	"St. Louis city, MO"	"29510"	"2002"	"2002"	93	338457	27.5
	"St. Louis city, MO"	"29510"	"2003"	"2003"	63	334893	18.8
	"St. Louis city, MO"	"29510"	"2004"	"2004"	89	330988	26.9
	"St. Louis city, MO"	"29510"	"2005"	"2005"	89	324945	27.4
	"St. Louis city, MO"	"29510"	"2006"	"2006"	101	320131	31.5
	"St. Louis city, MO"	"29510"	"2007"	"2007"	103	317959	32.4
	"St. Louis city, MO"	"29510"	"2008"	"2008"	122	317955	38.4
	"St. Louis city, MO"	"29510"	"2009"	"2009"	119	318842	37.3
	"St. Louis city, MO"	"29510"	"2010"	"2010"	104	319294	32.6
	"St. Louis city, MO"	"29510"	"2011"	"2011"	92	318069	28.9
	"St. Louis city, MO"	"29510"	"2012"	"2012"	90	318172	28.3
	"St. Louis city, MO"	"29510"	"2013"	"2013"	85	318416	26.7
	"St. Louis city, MO"	"29510"	"2014"	"2014"	117	317419	36.9
	"St. Louis city, MO"	"29510"	"2015"	"2015"	132	315685	41.8
	"St. Louis city, MO"	"29510"	"2016"	"2016"	139	311404	44.6
	"Yellowstone County, MT"	"30111"	"2013"	"2013"	10	154162	Unreliable
	"Yellowstone County, MT"	"30111"	"2015"	"2015"	12	157048	Unreliable
	"Douglas County, NE"	"31055"	"1999"	"1999"	35	460798	7.6
	"Douglas County, NE"	"31055"	"2000"	"2000"	33	463585	7.1
	"Douglas County, NE"	"31055"	"2001"	"2001"	24	468125	5.1
	"Douglas County, NE"	"31055"	"2002"	"2002"	30	471866	6.4
	"Douglas County, NE"	"31055"	"2003"	"2003"	39	476701	8.2
	"Douglas County, NE"	"31055"	"2004"	"2004"	17	482075	Unreliable
	"Douglas County, NE"	"31055"	"2005"	"2005"	28	488114	5.7
	"Douglas County, NE"	"31055"	"2006"	"2006"	32	493757	6.5
	"Douglas County, NE"	"31055"	"2007"	"2007"	40	498743	8.0
	"Douglas County, NE"	"31055"	"2008"	"2008"	45	504547	8.9
	"Douglas County, NE"	"31055"	"2009"	"2009"	33	511902	6.4
	"Douglas County, NE"	"31055"	"2010"	"2010"	40	517110	7.7
	"Douglas County, NE"	"31055"	"2011"	"2011"	37	524861	7.0
	"Douglas County, NE"	"31055"	"2012"	"2012"	41	531265	7.7
	"Douglas County, NE"	"31055"	"2013"	"2013"	53	537256	9.9
	"Douglas County, NE"	"31055"	"2014"	"2014"	36	543244	6.6
	"Douglas County, NE"	"31055"	"2015"	"2015"	53	550064	9.6
	"Douglas County, NE"	"31055"	"2016"	"2016"	29	554995	5.2
	"Lancaster County, NE"	"31109"	"2016"	"2016"	13	309637	Unreliable
	"Clark County, NV"	"32003"	"1999"	"1999"	121	1321254	9.2
	"Clark County, NV"	"32003"	"2000"	"2000"	107	1375765	7.8
	"Clark County, NV"	"32003"	"2001"	"2001"	149	1460500	10.2
	"Clark County, NV"	"32003"	"2002"	"2002"	152	1522962	10.0
	"Clark County, NV"	"32003"	"2003"	"2003"	161	1584166	10.2
	"Clark County, NV"	"32003"	"2004"	"2004"	159	1662773	9.6
	"Clark County, NV"	"32003"	"2005"	"2005"	156	1729522	9.0
	"Clark County, NV"	"32003"	"2006"	"2006"	173	1803774	9.6
	"Clark County, NV"	"32003"	"2007"	"2007"	144	1867817	7.7
	"Clark County, NV"	"32003"	"2008"	"2008"	132	1912349	6.9
	"Clark County, NV"	"32003"	"2009"	"2009"	125	1939407	6.4
	"Clark County, NV"	"32003"	"2010"	"2010"	133	1951269	6.8
	"Clark County, NV"	"32003"	"2011"	"2011"	86	1969975	4.4
	"Clark County, NV"	"32003"	"2012"	"2012"	96	2000759	4.8
	"Clark County, NV"	"32003"	"2013"	"2013"	111	2027868	5.5
	"Clark County, NV"	"32003"	"2014"	"2014"	141	2069681	6.8
	"Clark County, NV"	"32003"	"2015"	"2015"	147	2114801	7.0
	"Clark County, NV"	"32003"	"2016"	"2016"	182	2155664	8.4
	"Washoe County, NV"	"32031"	"1999"	"1999"	21	332833	6.3
	"Washoe County, NV"	"32031"	"2000"	"2000"	12	339486	Unreliable
	"Washoe County, NV"	"32031"	"2001"	"2001"	14	351959	Unreliable
	"Washoe County, NV"	"32031"	"2002"	"2002"	10	362374	Unreliable
	"Washoe County, NV"	"32031"	"2003"	"2003"	17	372302	Unreliable
	"Washoe County, NV"	"32031"	"2004"	"2004"	15	382777	Unreliable
	"Washoe County, NV"	"32031"	"2005"	"2005"	17	392716	Unreliable
	"Washoe County, NV"	"32031"	"2006"	"2006"	32	400453	8.0
	"Washoe County, NV"	"32031"	"2007"	"2007"	27	408724	6.6
	"Washoe County, NV"	"32031"	"2008"	"2008"	15	414793	Unreliable
	"Washoe County, NV"	"32031"	"2009"	"2009"	18	417722	Unreliable
	"Washoe County, NV"	"32031"	"2010"	"2010"	22	421407	5.2
	"Washoe County, NV"	"32031"	"2011"	"2011"	21	425710	4.9
	"Washoe County, NV"	"32031"	"2012"	"2012"	15	429908	Unreliable
	"Washoe County, NV"	"32031"	"2013"	"2013"	21	433731	4.8
	"Washoe County, NV"	"32031"	"2014"	"2014"	23	440078	5.2
	"Washoe County, NV"	"32031"	"2015"	"2015"	26	446903	5.8
	"Washoe County, NV"	"32031"	"2016"	"2016"	17	453616	Unreliable
	"Hillsborough County, NH"	"33011"	"2003"	"2003"	11	391461	Unreliable
	"Hillsborough County, NH"	"33011"	"2013"	"2013"	10	403985	Unreliable
	"Hillsborough County, NH"	"33011"	"2015"	"2015"	12	406678	Unreliable
	"Atlantic County, NJ"	"34001"	"2000"	"2000"	14	252552	Unreliable
	"Atlantic County, NJ"	"34001"	"2001"	"2001"	16	255737	Unreliable
	"Atlantic County, NJ"	"34001"	"2003"	"2003"	16	263285	Unreliable
	"Atlantic County, NJ"	"34001"	"2004"	"2004"	11	267723	Unreliable
	"Atlantic County, NJ"	"34001"	"2005"	"2005"	16	270332	Unreliable
	"Atlantic County, NJ"	"34001"	"2006"	"2006"	25	271759	9.2
	"Atlantic County, NJ"	"34001"	"2007"	"2007"	13	272303	Unreliable
	"Atlantic County, NJ"	"34001"	"2008"	"2008"	17	273014	Unreliable
	"Atlantic County, NJ"	"34001"	"2009"	"2009"	19	274049	Unreliable
	"Atlantic County, NJ"	"34001"	"2010"	"2010"	16	274549	Unreliable
	"Atlantic County, NJ"	"34001"	"2011"	"2011"	20	274338	7.3
	"Atlantic County, NJ"	"34001"	"2012"	"2012"	30	275422	10.9
	"Atlantic County, NJ"	"34001"	"2013"	"2013"	13	275862	Unreliable
	"Atlantic County, NJ"	"34001"	"2014"	"2014"	15	275209	Unreliable
	"Atlantic County, NJ"	"34001"	"2015"	"2015"	19	274219	Unreliable
	"Atlantic County, NJ"	"34001"	"2016"	"2016"	21	270991	7.7
	"Bergen County, NJ"	"34003"	"1999"	"1999"	15	880225	Unreliable
	"Bergen County, NJ"	"34003"	"2001"	"2001"	15	888782	Unreliable
	"Bergen County, NJ"	"34003"	"2002"	"2002"	11	890647	Unreliable
	"Bergen County, NJ"	"34003"	"2003"	"2003"	17	892214	Unreliable
	"Bergen County, NJ"	"34003"	"2004"	"2004"	11	893378	Unreliable
	"Bergen County, NJ"	"34003"	"2006"	"2006"	13	889406	Unreliable
	"Bergen County, NJ"	"34003"	"2007"	"2007"	16	890817	Unreliable
	"Bergen County, NJ"	"34003"	"2010"	"2010"	17	905116	Unreliable
	"Bergen County, NJ"	"34003"	"2011"	"2011"	11	911004	Unreliable
	"Bergen County, NJ"	"34003"	"2013"	"2013"	11	925328	Unreliable
	"Bergen County, NJ"	"34003"	"2014"	"2014"	15	933572	Unreliable
	"Bergen County, NJ"	"34003"	"2015"	"2015"	20	938506	2.1
	"Burlington County, NJ"	"34005"	"2001"	"2001"	10	429727	Unreliable
	"Burlington County, NJ"	"34005"	"2002"	"2002"	14	436445	Unreliable
	"Burlington County, NJ"	"34005"	"2003"	"2003"	17	442434	Unreliable
	"Burlington County, NJ"	"34005"	"2005"	"2005"	11	447245	Unreliable
	"Burlington County, NJ"	"34005"	"2006"	"2006"	16	448373	Unreliable
	"Burlington County, NJ"	"34005"	"2008"	"2008"	12	446831	Unreliable
	"Burlington County, NJ"	"34005"	"2009"	"2009"	10	447391	Unreliable
	"Burlington County, NJ"	"34005"	"2010"	"2010"	10	448734	Unreliable
	"Burlington County, NJ"	"34005"	"2011"	"2011"	10	449576	Unreliable
	"Burlington County, NJ"	"34005"	"2013"	"2013"	10	450838	Unreliable
	"Burlington County, NJ"	"34005"	"2014"	"2014"	14	449722	Unreliable
	"Burlington County, NJ"	"34005"	"2016"	"2016"	21	449284	4.7
	"Camden County, NJ"	"34007"	"1999"	"1999"	33	509410	6.5
	"Camden County, NJ"	"34007"	"2000"	"2000"	35	508932	6.9
	"Camden County, NJ"	"34007"	"2001"	"2001"	27	506326	5.3
	"Camden County, NJ"	"34007"	"2002"	"2002"	46	507899	9.1
	"Camden County, NJ"	"34007"	"2003"	"2003"	50	508563	9.8
	"Camden County, NJ"	"34007"	"2004"	"2004"	61	510137	12.0
	"Camden County, NJ"	"34007"	"2005"	"2005"	36	511982	7.0
	"Camden County, NJ"	"34007"	"2006"	"2006"	35	513195	6.8
	"Camden County, NJ"	"34007"	"2007"	"2007"	46	513546	9.0
	"Camden County, NJ"	"34007"	"2008"	"2008"	58	513853	11.3
	"Camden County, NJ"	"34007"	"2009"	"2009"	42	513668	8.2
	"Camden County, NJ"	"34007"	"2010"	"2010"	40	513657	7.8
	"Camden County, NJ"	"34007"	"2011"	"2011"	56	513241	10.9
	"Camden County, NJ"	"34007"	"2012"	"2012"	72	513539	14.0
	"Camden County, NJ"	"34007"	"2013"	"2013"	55	512854	10.7
	"Camden County, NJ"	"34007"	"2014"	"2014"	40	511038	7.8
	"Camden County, NJ"	"34007"	"2015"	"2015"	38	510923	7.4
	"Camden County, NJ"	"34007"	"2016"	"2016"	54	510150	10.6
	"Cumberland County, NJ"	"34011"	"2003"	"2003"	16	148437	Unreliable
	"Cumberland County, NJ"	"34011"	"2005"	"2005"	11	152022	Unreliable
	"Cumberland County, NJ"	"34011"	"2006"	"2006"	15	153371	Unreliable
	"Cumberland County, NJ"	"34011"	"2007"	"2007"	11	154489	Unreliable
	"Cumberland County, NJ"	"34011"	"2008"	"2008"	19	155738	Unreliable
	"Cumberland County, NJ"	"34011"	"2010"	"2010"	13	156898	Unreliable
	"Cumberland County, NJ"	"34011"	"2011"	"2011"	12	157095	Unreliable
	"Cumberland County, NJ"	"34011"	"2014"	"2014"	17	157389	Unreliable
	"Cumberland County, NJ"	"34011"	"2015"	"2015"	15	155854	Unreliable
	"Cumberland County, NJ"	"34011"	"2016"	"2016"	12	153797	Unreliable
	"Essex County, NJ"	"34013"	"1999"	"1999"	103	789678	13.0
	"Essex County, NJ"	"34013"	"2000"	"2000"	105	793633	13.2
	"Essex County, NJ"	"34013"	"2001"	"2001"	124	794312	15.6
	"Essex County, NJ"	"34013"	"2002"	"2002"	90	795625	11.3
	"Essex County, NJ"	"34013"	"2003"	"2003"	137	795167	17.2
	"Essex County, NJ"	"34013"	"2004"	"2004"	139	791305	17.6
	"Essex County, NJ"	"34013"	"2005"	"2005"	148	786341	18.8
	"Essex County, NJ"	"34013"	"2006"	"2006"	146	781027	18.7
	"Essex County, NJ"	"34013"	"2007"	"2007"	133	778996	17.1
	"Essex County, NJ"	"34013"	"2008"	"2008"	104	778165	13.4
	"Essex County, NJ"	"34013"	"2009"	"2009"	113	781943	14.5
	"Essex County, NJ"	"34013"	"2010"	"2010"	115	783969	14.7
	"Essex County, NJ"	"34013"	"2011"	"2011"	126	785137	16.0
	"Essex County, NJ"	"34013"	"2012"	"2012"	123	787744	15.6
	"Essex County, NJ"	"34013"	"2013"	"2013"	138	789565	17.5
	"Essex County, NJ"	"34013"	"2014"	"2014"	109	795723	13.7
	"Essex County, NJ"	"34013"	"2015"	"2015"	127	797434	15.9
	"Essex County, NJ"	"34013"	"2016"	"2016"	114	796914	14.3
	"Gloucester County, NJ"	"34015"	"2006"	"2006"	10	280015	Unreliable
	"Gloucester County, NJ"	"34015"	"2013"	"2013"	14	290265	Unreliable
	"Gloucester County, NJ"	"34015"	"2016"	"2016"	12	292330	Unreliable
	"Hudson County, NJ"	"34017"	"1999"	"1999"	20	603993	3.3
	"Hudson County, NJ"	"34017"	"2000"	"2000"	28	608975	4.6
	"Hudson County, NJ"	"34017"	"2001"	"2001"	32	616629	5.2
	"Hudson County, NJ"	"34017"	"2002"	"2002"	32	615554	5.2
	"Hudson County, NJ"	"34017"	"2003"	"2003"	39	614813	6.3
	"Hudson County, NJ"	"34017"	"2004"	"2004"	33	614607	5.4
	"Hudson County, NJ"	"34017"	"2005"	"2005"	47	614664	7.6
	"Hudson County, NJ"	"34017"	"2006"	"2006"	32	613577	5.2
	"Hudson County, NJ"	"34017"	"2007"	"2007"	32	613637	5.2
	"Hudson County, NJ"	"34017"	"2008"	"2008"	34	619533	5.5
	"Hudson County, NJ"	"34017"	"2009"	"2009"	29	628572	4.6
	"Hudson County, NJ"	"34017"	"2010"	"2010"	38	634266	6.0
	"Hudson County, NJ"	"34017"	"2011"	"2011"	27	641224	4.2
	"Hudson County, NJ"	"34017"	"2012"	"2012"	18	652302	Unreliable
	"Hudson County, NJ"	"34017"	"2013"	"2013"	25	660282	3.8
	"Hudson County, NJ"	"34017"	"2014"	"2014"	25	669115	3.7
	"Hudson County, NJ"	"34017"	"2015"	"2015"	33	674836	4.9
	"Hudson County, NJ"	"34017"	"2016"	"2016"	33	677983	4.9
	"Mercer County, NJ"	"34021"	"1999"	"1999"	14	348435	Unreliable
	"Mercer County, NJ"	"34021"	"2000"	"2000"	14	350761	Unreliable
	"Mercer County, NJ"	"34021"	"2001"	"2001"	18	353816	Unreliable
	"Mercer County, NJ"	"34021"	"2002"	"2002"	21	355935	5.9
	"Mercer County, NJ"	"34021"	"2003"	"2003"	15	358724	Unreliable
	"Mercer County, NJ"	"34021"	"2004"	"2004"	23	361248	6.4
	"Mercer County, NJ"	"34021"	"2005"	"2005"	34	362015	9.4
	"Mercer County, NJ"	"34021"	"2006"	"2006"	25	362840	6.9
	"Mercer County, NJ"	"34021"	"2007"	"2007"	23	363088	6.3
	"Mercer County, NJ"	"34021"	"2008"	"2008"	21	364119	5.8
	"Mercer County, NJ"	"34021"	"2009"	"2009"	17	365388	Unreliable
	"Mercer County, NJ"	"34021"	"2010"	"2010"	20	366513	5.5
	"Mercer County, NJ"	"34021"	"2011"	"2011"	28	367063	7.6
	"Mercer County, NJ"	"34021"	"2012"	"2012"	25	368303	6.8
	"Mercer County, NJ"	"34021"	"2013"	"2013"	40	370414	10.8
	"Mercer County, NJ"	"34021"	"2014"	"2014"	33	371537	8.9
	"Mercer County, NJ"	"34021"	"2015"	"2015"	20	371398	5.4
	"Mercer County, NJ"	"34021"	"2016"	"2016"	27	371023	7.3
	"Middlesex County, NJ"	"34023"	"1999"	"1999"	15	742213	Unreliable
	"Middlesex County, NJ"	"34023"	"2000"	"2000"	18	750162	Unreliable
	"Middlesex County, NJ"	"34023"	"2001"	"2001"	12	761770	Unreliable
	"Middlesex County, NJ"	"34023"	"2002"	"2002"	16	769280	Unreliable
	"Middlesex County, NJ"	"34023"	"2003"	"2003"	25	775973	3.2
	"Middlesex County, NJ"	"34023"	"2004"	"2004"	18	781582	Unreliable
	"Middlesex County, NJ"	"34023"	"2005"	"2005"	12	787329	Unreliable
	"Middlesex County, NJ"	"34023"	"2006"	"2006"	19	786890	Unreliable
	"Middlesex County, NJ"	"34023"	"2007"	"2007"	12	792137	Unreliable
	"Middlesex County, NJ"	"34023"	"2008"	"2008"	18	799191	Unreliable
	"Middlesex County, NJ"	"34023"	"2009"	"2009"	11	805204	Unreliable
	"Middlesex County, NJ"	"34023"	"2010"	"2010"	16	809858	Unreliable
	"Middlesex County, NJ"	"34023"	"2011"	"2011"	18	814217	Unreliable
	"Middlesex County, NJ"	"34023"	"2012"	"2012"	13	823041	Unreliable
	"Middlesex County, NJ"	"34023"	"2013"	"2013"	13	828919	Unreliable
	"Middlesex County, NJ"	"34023"	"2014"	"2014"	14	836297	Unreliable
	"Middlesex County, NJ"	"34023"	"2015"	"2015"	18	840900	Unreliable
	"Middlesex County, NJ"	"34023"	"2016"	"2016"	13	837073	Unreliable
	"Monmouth County, NJ"	"34025"	"1999"	"1999"	14	610811	Unreliable
	"Monmouth County, NJ"	"34025"	"2002"	"2002"	12	624532	Unreliable
	"Monmouth County, NJ"	"34025"	"2003"	"2003"	10	627413	Unreliable
	"Monmouth County, NJ"	"34025"	"2004"	"2004"	10	628605	Unreliable
	"Monmouth County, NJ"	"34025"	"2006"	"2006"	17	626934	Unreliable
	"Monmouth County, NJ"	"34025"	"2007"	"2007"	13	626644	Unreliable
	"Monmouth County, NJ"	"34025"	"2009"	"2009"	11	628669	Unreliable
	"Monmouth County, NJ"	"34025"	"2010"	"2010"	14	630380	Unreliable
	"Monmouth County, NJ"	"34025"	"2011"	"2011"	13	631020	Unreliable
	"Monmouth County, NJ"	"34025"	"2013"	"2013"	13	629672	Unreliable
	"Monmouth County, NJ"	"34025"	"2014"	"2014"	10	629279	Unreliable
	"Monmouth County, NJ"	"34025"	"2015"	"2015"	11	628715	Unreliable
	"Ocean County, NJ"	"34029"	"2000"	"2000"	14	510916	Unreliable
	"Ocean County, NJ"	"34029"	"2002"	"2002"	15	536069	Unreliable
	"Ocean County, NJ"	"34029"	"2004"	"2004"	12	551262	Unreliable
	"Ocean County, NJ"	"34029"	"2006"	"2006"	10	561302	Unreliable
	"Ocean County, NJ"	"34029"	"2007"	"2007"	10	565356	Unreliable
	"Ocean County, NJ"	"34029"	"2010"	"2010"	11	576567	Unreliable
	"Ocean County, NJ"	"34029"	"2015"	"2015"	11	588721	Unreliable
	"Passaic County, NJ"	"34031"	"1999"	"1999"	19	488131	Unreliable
	"Passaic County, NJ"	"34031"	"2000"	"2000"	26	489049	5.3
	"Passaic County, NJ"	"34031"	"2001"	"2001"	22	493252	4.5
	"Passaic County, NJ"	"34031"	"2002"	"2002"	19	494571	Unreliable
	"Passaic County, NJ"	"34031"	"2003"	"2003"	27	494915	5.5
	"Passaic County, NJ"	"34031"	"2004"	"2004"	24	493981	4.9
	"Passaic County, NJ"	"34031"	"2005"	"2005"	24	493600	4.9
	"Passaic County, NJ"	"34031"	"2006"	"2006"	21	492730	4.3
	"Passaic County, NJ"	"34031"	"2007"	"2007"	23	492886	4.7
	"Passaic County, NJ"	"34031"	"2008"	"2008"	19	494904	Unreliable
	"Passaic County, NJ"	"34031"	"2009"	"2009"	21	498641	4.2
	"Passaic County, NJ"	"34031"	"2010"	"2010"	22	501226	4.4
	"Passaic County, NJ"	"34031"	"2011"	"2011"	22	502007	4.4
	"Passaic County, NJ"	"34031"	"2012"	"2012"	27	502885	5.4
	"Passaic County, NJ"	"34031"	"2013"	"2013"	23	505672	4.5
	"Passaic County, NJ"	"34031"	"2014"	"2014"	25	508856	4.9
	"Passaic County, NJ"	"34031"	"2015"	"2015"	20	510916	3.9
	"Passaic County, NJ"	"34031"	"2016"	"2016"	19	507945	Unreliable
	"Union County, NJ"	"34039"	"1999"	"1999"	16	520341	Unreliable
	"Union County, NJ"	"34039"	"2000"	"2000"	23	522541	4.4
	"Union County, NJ"	"34039"	"2001"	"2001"	27	526183	5.1
	"Union County, NJ"	"34039"	"2002"	"2002"	22	527625	4.2
	"Union County, NJ"	"34039"	"2003"	"2003"	26	527611	4.9
	"Union County, NJ"	"34039"	"2004"	"2004"	21	526916	4.0
	"Union County, NJ"	"34039"	"2005"	"2005"	34	526161	6.5
	"Union County, NJ"	"34039"	"2006"	"2006"	42	525153	8.0
	"Union County, NJ"	"34039"	"2007"	"2007"	31	524960	5.9
	"Union County, NJ"	"34039"	"2008"	"2008"	24	527528	4.5
	"Union County, NJ"	"34039"	"2009"	"2009"	19	532434	Unreliable
	"Union County, NJ"	"34039"	"2010"	"2010"	32	536499	6.0
	"Union County, NJ"	"34039"	"2011"	"2011"	37	539494	6.9
	"Union County, NJ"	"34039"	"2012"	"2012"	30	543976	5.5
	"Union County, NJ"	"34039"	"2013"	"2013"	30	548256	5.5
	"Union County, NJ"	"34039"	"2014"	"2014"	22	552939	4.0
	"Union County, NJ"	"34039"	"2015"	"2015"	22	555786	4.0
	"Union County, NJ"	"34039"	"2016"	"2016"	23	555630	4.1
	"Bernalillo County, NM"	"35001"	"1999"	"1999"	64	553002	11.6
	"Bernalillo County, NM"	"35001"	"2000"	"2000"	46	556678	8.3
	"Bernalillo County, NM"	"35001"	"2001"	"2001"	42	564241	7.4
	"Bernalillo County, NM"	"35001"	"2002"	"2002"	52	576532	9.0
	"Bernalillo County, NM"	"35001"	"2003"	"2003"	57	587049	9.7
	"Bernalillo County, NM"	"35001"	"2004"	"2004"	39	600449	6.5
	"Bernalillo County, NM"	"35001"	"2005"	"2005"	56	615320	9.1
	"Bernalillo County, NM"	"35001"	"2006"	"2006"	51	628632	8.1
	"Bernalillo County, NM"	"35001"	"2007"	"2007"	54	638978	8.5
	"Bernalillo County, NM"	"35001"	"2008"	"2008"	45	646879	7.0
	"Bernalillo County, NM"	"35001"	"2009"	"2009"	55	655279	8.4
	"Bernalillo County, NM"	"35001"	"2010"	"2010"	49	662564	7.4
	"Bernalillo County, NM"	"35001"	"2011"	"2011"	36	670968	5.4
	"Bernalillo County, NM"	"35001"	"2012"	"2012"	36	673460	5.3
	"Bernalillo County, NM"	"35001"	"2013"	"2013"	42	674221	6.2
	"Bernalillo County, NM"	"35001"	"2014"	"2014"	37	675551	5.5
	"Bernalillo County, NM"	"35001"	"2015"	"2015"	55	676685	8.1
	"Bernalillo County, NM"	"35001"	"2016"	"2016"	70	676953	10.3
	"Chaves County, NM"	"35005"	"2000"	"2000"	15	61382	Unreliable
	"Chaves County, NM"	"35005"	"2002"	"2002"	12	60768	Unreliable
	"Chaves County, NM"	"35005"	"2005"	"2005"	12	62172	Unreliable
	"Chaves County, NM"	"35005"	"2008"	"2008"	10	64378	Unreliable
	"Chaves County, NM"	"35005"	"2009"	"2009"	12	65110	Unreliable
	"Chaves County, NM"	"35005"	"2013"	"2013"	11	65823	Unreliable
	"Chaves County, NM"	"35005"	"2015"	"2015"	11	65764	Unreliable
	"Chaves County, NM"	"35005"	"2016"	"2016"	12	65282	Unreliable
	"Curry County, NM"	"35009"	"2004"	"2004"	11	46640	Unreliable
	"Dona Ana County, NM"	"35013"	"1999"	"1999"	14	173889	Unreliable
	"Dona Ana County, NM"	"35013"	"2000"	"2000"	10	174682	Unreliable
	"Dona Ana County, NM"	"35013"	"2002"	"2002"	10	178464	Unreliable
	"Dona Ana County, NM"	"35013"	"2008"	"2008"	10	200855	Unreliable
	"Dona Ana County, NM"	"35013"	"2013"	"2013"	10	213460	Unreliable
	"Dona Ana County, NM"	"35013"	"2014"	"2014"	13	213676	Unreliable
	"Dona Ana County, NM"	"35013"	"2015"	"2015"	10	214295	Unreliable
	"Lea County, NM"	"35025"	"2010"	"2010"	11	64727	Unreliable
	"Lea County, NM"	"35025"	"2011"	"2011"	10	65423	Unreliable
