"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Washington"	"53"	"2011"	"2011"	176	6830038	2.6
	"Washington"	"53"	"2012"	"2012"	225	6897012	3.3
	"Washington"	"53"	"2013"	"2013"	201	6971406	2.9
	"Washington"	"53"	"2014"	"2014"	203	7061530	2.9
	"Washington"	"53"	"2015"	"2015"	231	7170351	3.2
	"Washington"	"53"	"2016"	"2016"	209	7288000	2.9
	"West Virginia"	"54"	"1999"	"1999"	99	1811799	5.5
	"West Virginia"	"54"	"2000"	"2000"	79	1808344	4.4
	"West Virginia"	"54"	"2001"	"2001"	66	1801481	3.7
	"West Virginia"	"54"	"2002"	"2002"	95	1805414	5.3
	"West Virginia"	"54"	"2003"	"2003"	89	1812295	4.9
	"West Virginia"	"54"	"2004"	"2004"	79	1816438	4.3
	"West Virginia"	"54"	"2005"	"2005"	92	1820492	5.1
	"West Virginia"	"54"	"2006"	"2006"	92	1827912	5.0
	"West Virginia"	"54"	"2007"	"2007"	84	1834052	4.6
	"West Virginia"	"54"	"2008"	"2008"	70	1840310	3.8
	"West Virginia"	"54"	"2009"	"2009"	90	1847775	4.9
	"West Virginia"	"54"	"2010"	"2010"	86	1852994	4.6
	"West Virginia"	"54"	"2011"	"2011"	99	1855364	5.3
	"West Virginia"	"54"	"2012"	"2012"	101	1855413	5.4
	"West Virginia"	"54"	"2013"	"2013"	71	1854304	3.8
	"West Virginia"	"54"	"2014"	"2014"	98	1850326	5.3
	"West Virginia"	"54"	"2015"	"2015"	79	1844128	4.3
	"West Virginia"	"54"	"2016"	"2016"	107	1831102	5.8
	"Wisconsin"	"55"	"1999"	"1999"	197	5332666	3.7
	"Wisconsin"	"55"	"2000"	"2000"	171	5363675	3.2
	"Wisconsin"	"55"	"2001"	"2001"	209	5406835	3.9
	"Wisconsin"	"55"	"2002"	"2002"	184	5445162	3.4
	"Wisconsin"	"55"	"2003"	"2003"	193	5479203	3.5
	"Wisconsin"	"55"	"2004"	"2004"	151	5514026	2.7
	"Wisconsin"	"55"	"2005"	"2005"	231	5546166	4.2
	"Wisconsin"	"55"	"2006"	"2006"	191	5577655	3.4
	"Wisconsin"	"55"	"2007"	"2007"	198	5610775	3.5
	"Wisconsin"	"55"	"2008"	"2008"	151	5640996	2.7
	"Wisconsin"	"55"	"2009"	"2009"	159	5669264	2.8
	"Wisconsin"	"55"	"2010"	"2010"	158	5686986	2.8
	"Wisconsin"	"55"	"2011"	"2011"	146	5711767	2.6
	"Wisconsin"	"55"	"2012"	"2012"	186	5726398	3.2
	"Wisconsin"	"55"	"2013"	"2013"	174	5742713	3.0
	"Wisconsin"	"55"	"2014"	"2014"	165	5757564	2.9
	"Wisconsin"	"55"	"2015"	"2015"	235	5771337	4.1
	"Wisconsin"	"55"	"2016"	"2016"	253	5778708	4.4
	"Wyoming"	"56"	"1999"	"1999"	13	491780	Unreliable
	"Wyoming"	"56"	"2000"	"2000"	10	493782	Unreliable
	"Wyoming"	"56"	"2001"	"2001"	15	494657	Unreliable
	"Wyoming"	"56"	"2002"	"2002"	23	500017	4.6
	"Wyoming"	"56"	"2003"	"2003"	16	503453	Unreliable
	"Wyoming"	"56"	"2004"	"2004"	19	509106	Unreliable
	"Wyoming"	"56"	"2005"	"2005"	16	514157	Unreliable
	"Wyoming"	"56"	"2006"	"2006"	Suppressed	522667	Suppressed
	"Wyoming"	"56"	"2007"	"2007"	17	534876	Unreliable
	"Wyoming"	"56"	"2008"	"2008"	18	546043	Unreliable
	"Wyoming"	"56"	"2009"	"2009"	16	559851	Unreliable
	"Wyoming"	"56"	"2010"	"2010"	Suppressed	563626	Suppressed
	"Wyoming"	"56"	"2011"	"2011"	23	568158	4.0
	"Wyoming"	"56"	"2012"	"2012"	20	576412	3.5
	"Wyoming"	"56"	"2013"	"2013"	16	582658	Unreliable
	"Wyoming"	"56"	"2014"	"2014"	24	584153	4.1
	"Wyoming"	"56"	"2015"	"2015"	17	586107	Unreliable
	"Wyoming"	"56"	"2016"	"2016"	17	585501	Unreliable
"---"
"Dataset: Underlying Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: X85-Y09 (Assault)"
"Place of Death: All"
"Race: All"
"States: All"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: State, Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Sep 25, 2018 3:01:47 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Sep 25, 2018 3:01:47 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"7. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The"
"population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal"
"series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for"
"years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 -"
"2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for"
"1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age groups are the number"
"of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published"
"reports, due to use of the population estimates which were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
